Mean_Blue,Mean_Green,Mean_Red,Label
607.7036489151874,694.7233727810651,421.5069033530572,0
261.5018328445748,297.43548387096774,172.27895894428153,0
533.7870370370371,742.7993827160494,1084.1604938271605,0
231.5643115942029,368.1992753623188,202.98278985507247,0
302.4429824561403,485.1381578947368,310.42105263157896,0
309.406746031746,474.7020502645503,292.7516534391534,0
307.0,435.94871794871796,247.07179487179488,0
436.53846153846155,674.9372469635628,374.27530364372467,0
367.02608695652174,586.9159420289855,296.8304347826087,0
352.5257936507937,559.9940476190476,393.3531746031746,0
315.8106725146199,536.0891812865497,272.04897660818716,0
394.5,578.0526315789474,386.62280701754383,0
328.0986790986791,371.7109557109557,225.63791763791764,0
343.4888888888889,496.2564102564103,334.1982905982906,0
281.92105263157896,449.2684210526316,264.2631578947368,0
207.7962962962963,318.557208994709,204.12103174603175,0
368.3591720779221,556.4853896103896,487.1363636363636,0
367.6114285714286,567.9540476190476,375.75190476190477,0
369.6695652173913,572.2270531400966,321.33236714975845,0
315.68055555555554,497.9490740740741,274.06481481481484,0
365.2263157894737,576.5122807017544,323.95438596491226,0
226.26388888888889,360.2083333333333,193.54861111111111,0
160.81832298136646,242.26863354037266,130.78416149068323,0
291.91114058355436,333.89787798408486,212.29575596816977,0
150.97853535353536,245.27020202020202,124.67676767676768,0
241.90740740740742,380.66435185185185,217.05092592592592,0
175.44354838709677,273.8931451612903,155.5826612903226,0
144.32692307692307,204.3923076923077,101.1076923076923,0
231.11111111111111,351.4861111111111,167.0625,0
115.20415224913495,167.93079584775086,94.47750865051903,0
238.39153439153438,337.1216931216931,184.79365079365078,0
318.2648221343874,505.6324110671937,253.08300395256916,0
292.76838235294116,455.6360294117647,263.15441176470586,0
308.4831168831169,473.99480519480517,411.6023376623377,0
197.01766304347825,229.55502717391303,141.6419836956522,0
272.3856240893638,429.27634774162215,283.9587178241865,0
367.0642006802721,591.8626700680272,427.500425170068,0
329.08907741251323,442.0307529162248,308.3149522799576,0
356.1890756302521,447.9579831932773,258.86344537815125,0
217.4033613445378,285.3397358943577,160.2064825930372,0
270.6394230769231,364.1182692307692,237.18846153846152,0
229.47838827838828,360.1179487179487,222.87106227106227,0
139.72996794871796,219.88782051282053,133.90544871794873,0
369.09807256235825,560.0549886621316,354.38180272108843,0
309.71899313501143,473.3441647597254,315.17574370709383,0
262.0445652173913,303.78913043478263,191.29891304347825,0
436.5062093435837,672.1241868716736,422.3920756948551,0
457.6049107142857,689.1889880952381,549.5491071428571,0
403.82182835820896,643.9617537313433,394.7425373134328,0
385.7068783068783,581.5534391534392,358.2433862433862,0
368.4343434343434,567.9709595959596,359.57575757575756,1
390.9412037037037,569.1449074074075,349.00046296296296,1
512.6281818181818,785.21,721.4,1
378.0369768386835,572.485168630638,359.0629825274279,1
211.2753092075126,339.68025652771416,208.43632615666513,1
102.44040697674419,170.671996124031,95.43992248062015,1
240.89193548387098,280.2983870967742,173.3717741935484,1
99.29950142450143,160.19480056980058,111.42877492877493,1
205.0801393728223,391.7845528455285,243.7665505226481,1
208.09579831932774,403.4529411764706,251.93025210084033,1
192.74470588235295,380.9858823529412,228.1529411764706,1
198.3005698005698,393.16346153846155,244.34757834757835,1
147.56269230769232,259.88884615384615,152.8576923076923,1
126.61369645690111,241.0134849286092,129.23426758328927,1
214.42508710801394,461.46515679442507,254.69802555168408,1
181.60243902439024,391.7835365853659,216.25670731707316,1
140.75498575498577,269.38461538461536,158.3903133903134,1
397.996336996337,444.86080586080584,194.6996336996337,1
185.96640100015628,399.04813252070636,216.1978434130333,1
138.9630681818182,270.0116003787879,144.5345643939394,1
197.40395480225988,443.0282485875706,217.4412429378531,1
206.86393323657475,446.6411465892598,227.4735123367199,1
230.6064453125,518.6240234375,266.4443359375,1
125.94401893886645,246.6718771758808,128.45467205124635,1
121.69535740604275,242.47929255711128,126.25549005158437,1
123.56425642564257,248.35723572357236,129.36373637363735,1
130.90898185635027,252.9632628579997,131.13255360623782,1
139.57991071428572,260.9705853174603,140.2516865079365,1
538.8888888888889,589.8492063492064,263.22222222222223,1
143.36457584471603,250.17765995686557,135.7239396117901,1
168.99415631848063,346.59313367421476,173.9517896274653,1
174.19243697478993,350.82268907563025,197.45882352941177,1
193.32979797979797,371.7388888888889,197.39747474747475,1
155.01183915084712,262.7195345988977,148.2582159624413,1
155.26734539969834,263.7662141779789,143.2006033182504,1
145.2172619047619,248.81760204081633,139.36054421768708,1
169.74112903225807,279.39462365591396,170.56989247311827,1
206.20120320855614,326.2170231729055,185.43738859180036,1
202.96654456654457,322.54114774114777,185.61245421245422,1
425.56666666666666,462.4,215.76333333333332,1
219.79777907656342,338.54354178842783,203.02513150204558,1
194.1234299516908,303.2072463768116,170.7484299516908,1
194.48404133180253,308.4089552238806,169.9276693455798,1
152.4018292682927,254.30731707317074,140.72926829268292,1
152.2642857142857,258.1849206349206,143.6279761904762,1
158.78604599734632,266.86880804953563,147.3107585139319,1
186.3401234567901,286.03915343915344,165.44717813051147,1
159.39894153225808,264.24722782258067,146.7258064516129,1
166.24717813051146,272.9598765432099,159.28068783068784,1
181.40320138438244,280.08976854856155,160.56997620592688,1
177.2325735489001,166.91439173071825,116.83858998144713,2
178.0063492063492,283.03101343101343,163.9208791208791,2
186.47554925584691,290.3974486180014,160.74812189936216,2
196.86101694915254,300.6909604519774,170.58841807909604,2
179.09579100145137,283.63171262699564,156.36175616835993,2
194.72064393939394,280.00852272727275,170.97064393939394,2
189.2794292508918,281.1307966706302,168.84423305588584,2
171.20935960591132,261.3226600985222,158.45073891625617,2
185.95,284.3516666666667,162.90666666666667,2
219.83399209486166,310.0,187.44268774703556,2
189.3083003952569,288.5632411067194,170.88735177865613,2
420.5570754716981,488.975,291.4995283018868,2
160.89464285714286,165.64107142857142,99.92857142857143,2
212.53205128205127,313.9567307692308,193.125,2
745.1481481481482,881.8518518518518,1149.5802469135801,2
1084.982142857143,1305.1785714285713,1521.9464285714287,2
699.0,740.7777777777778,822.2916666666666,2
1037.1281271129142,1311.3387423935092,1555.8810006761325,2
1147.107505070994,1314.000676132522,1636.5740365111562,2
1781.9976470588235,1931.4588235294118,2029.5458823529411,2
1018.2608695652174,1132.9297658862877,1203.1103678929767,2
1471.4703296703296,1628.123076923077,1723.1494505494506,2
829.020606060606,863.2351515151515,884.4181818181818,2
203.46697388632873,210.86482334869433,140.29646697388634,2
802.1736111111111,911.2777777777778,1194.798611111111,2
529.427807486631,613.7887700534759,815.4224598930481,2
520.6096866096866,584.7165242165242,613.934472934473,2
547.3138138138138,638.0578078078078,705.3333333333334,2
882.675,1100.725,1406.4416666666666,2
525.2708333333334,673.8125,796.9583333333334,2
1207.1875,1436.875,1655.6805555555557,2
786.7366946778711,964.6330532212885,1121.3333333333333,2
962.8,1133.5,1257.9190476190477,2
789.9,983.26875,1117.35625,2
191.58823529411765,220.78529411764706,155.1794117647059,2
988.375,1140.45625,1246.16875,2
1443.2132616487456,1742.9820788530467,1995.8620071684588,2
1270.297520661157,1539.392561983471,1727.892561983471,2
1214.3945852534562,1485.9735023041474,1685.63767281106,2
1053.8521739130435,1392.0347826086957,1685.8521739130435,2
1431.673796791444,1738.4064171122996,1993.1871657754011,2
1152.125,1346.0,1512.9464285714287,2
976.0267857142857,1226.9464285714287,1446.732142857143,2
1550.065934065934,1812.6043956043957,1996.2087912087911,2
1278.65,1663.45,1649.775,2
242.54232804232805,273.5238095238095,195.44179894179894,2
911.3876543209876,1102.0641975308642,1221.59012345679,2
916.0857142857143,1074.9142857142858,1197.0071428571428,2
1695.705357142857,1972.2589285714287,2232.276785714286,2
761.0961538461538,913.4669230769231,1047.8123076923077,2
524.2924528301887,639.2806603773585,988.877358490566,3
659.8044444444445,803.2822222222222,931.0892592592593,3
688.7895408163265,825.204081632653,924.4489795918367,3
721.2038567493113,846.4765840220385,938.931129476584,3
1200.513888888889,1388.861111111111,1512.3472222222222,3
659.9239766081871,849.6959064327485,1051.1345029239767,3
232.47047619047618,267.33142857142855,170.44761904761904,3
672.6448202959831,823.8298097251586,981.5110993657505,3
539.5704607046071,675.7253839205059,778.4918699186992,3
638.7928779069767,753.640988372093,860.3633720930233,3
493.6,567.3928571428571,671.7714285714286,3
409.64285714285717,495.4479166666667,576.4657738095239,3
490.8628526645768,592.3487460815047,662.1778996865204,3
477.0262321144674,562.6677265500795,618.647853736089,3
1199.1895937277263,1404.648610121169,1535.8068424803992,3
1286.7140625,1512.5421875,1662.16640625,3
1257.307781649245,1450.7456445993032,1560.3809523809523,3
215.45804988662132,235.12244897959184,130.75056689342404,3
701.2095490716181,787.0437665782493,882.287798408488,3
162.76190476190476,181.54421768707482,103.28231292517007,3
241.130390625,268.0807421875,190.9411328125,3
203.1762751612273,227.69659957006058,162.81854602306038,3
324.9052795031056,388.14130434782606,233.39906832298138,3
482.5471175166297,557.2067627494457,329.48447893569846,3
243.97530864197532,291.79135802469136,218.6493827160494,3
202.4788823911631,245.59844054580896,190.5867446393762,3
219.33503401360545,254.3324829931973,156.8001700680272,3
395.70574162679424,478.1363636363636,378.8444976076555,3
360.8814968814969,442.5738045738046,373.13929313929316,3
450.4674796747967,545.1971544715448,448.5284552845528,3
228.82417582417582,289.43131868131866,240.1153846153846,3
182.59053497942386,236.73251028806584,178.5679012345679,3
313.94102564102565,416.0615384615385,306.1461538461538,3
157.92361111111111,211.95138888888889,156.54166666666666,3
318.9437551695616,361.8047973531844,212.6095947063689,3
203.52083333333334,270.1666666666667,215.79861111111111,3
257.8142857142857,340.12142857142857,264.32142857142856,3
207.1162854030501,258.672385620915,132.08769063180827,3
125.69658119658119,129.22222222222223,87.64957264957265,3
146.8513725490196,162.06941176470588,98.98666666666666,3
186.001012145749,205.1203007518797,115.04106419895894,3
249.57538006756758,276.92694256756755,155.2261402027027,3
297.24107142857144,329.6385582010582,186.93154761904762,3
210.54462242562929,238.79633867276888,134.36384439359267,3
148.71698113207546,170.2312668463612,96.86361185983827,3
303.5701754385965,351.41812865497076,194.5923141186299,3
163.53186467348544,189.7970102281668,108.49724626278521,3
429.2798941798942,533.979365079365,714.7375661375661,3
614.475,769.5875,1067.2041666666667,3
683.8695652173913,835.4466403162055,1132.9169960474308,3
411.26968272620445,512.9776733254994,710.4195064629847,4
400.4625,502.7,692.73,4
562.265306122449,708.3403790087464,969.7274052478134,4
256.11350574712645,322.4741379310345,455.4022988505747,4
455.4909090909091,598.5227272727273,856.6636363636363,4
368.1372549019608,484.0840336134454,701.3613445378152,4
250.10833333333332,288.03333333333336,160.81428571428572,4
346.5897435897436,397.53418803418805,486.26210826210826,4
458.7049441786284,569.2105263157895,784.3078149920256,4
333.13319458896984,405.48387096774195,549.7752341311134,4
413.4736842105263,540.9688995215311,744.2942583732057,4
463.6905263157895,605.2452631578948,838.6442105263158,4
385.9504643962848,505.65634674922603,702.6811145510836,4
416.00293255131965,544.3826979472141,729.692082111437,4
444.31666666666666,578.0662037037036,805.8981481481482,4
583.0681818181819,739.8742424242424,975.8606060606061,4
449.3695090439276,599.4659776055125,822.1567614125754,4
250.7436507936508,291.17301587301586,167.71825396825398,4
501.3344155844156,697.9339826839827,978.3766233766233,4
723.5969251336899,1013.7874331550802,1410.9826203208556,4
819.6422413793103,1136.4022988505747,1562.3563218390805,4
527.0716845878136,731.1989247311828,1021.6702508960574,4
674.0138888888889,923.1416666666667,1343.6972222222223,4
766.8764204545455,1037.8977272727273,1458.90625,4
568.1589147286821,761.1710963455149,1053.5221483942414,4
361.05131964809385,489.5117302052786,703.9736070381232,4
391.1835106382979,521.2207446808511,729.3638297872341,4
437.4304435483871,590.4133064516129,841.7520161290323,4
457.1391966759003,536.2690443213296,352.72229916897504,4
435.4458333333333,603.2958333333333,896.875,4
428.69381598793365,577.4072398190045,797.4932126696832,4
851.8846153846154,1156.4835164835165,1646.7032967032967,4
634.8148148148148,848.925925925926,1204.674074074074,4
630.9202898550725,847.5507246376811,1202.4565217391305,4
322.26747311827955,432.5725806451613,627.3575268817204,4
450.43833333333333,615.9566666666667,860.9166666666666,4
492.7009523809524,640.7695238095238,883.7066666666667,4
417.79583333333335,558.9,812.9833333333333,4
345.2948051948052,460.8991341991342,670.887012987013,4
456.3620811287478,522.2112874779541,330.989594356261,4
459.1220159151194,624.3129973474801,894.3660477453581,4
675.991304347826,897.2757763975155,1274.9950310559007,4
489.4594594594595,645.7802275960171,934.6642958748222,4
485.71838235294115,654.2970588235294,942.1808823529411,4
375.659649122807,555.2280701754386,871.438596491228,4
665.1307692307693,1035.0,1613.9692307692308,4
513.2683823529412,739.7279411764706,1117.4191176470588,4
467.5615384615385,693.5,1074.5307692307692,4
369.3814814814815,525.6925925925926,791.6537037037037,4
383.15238095238095,536.9396825396825,801.384126984127,4
